SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
7090,30361533,2023-06-24T00:00:00,10:14:00,40,686,25,19,16,0,0,0,0,0,0,0,0,0,25,58,211,348,104,70,746
7090,30361533,2023-06-24T00:00:00,10:29:00,41,776,27,18,24,0,0,0,0,0,0,0,0,2,19,73,268,384,99,69,845
7090,30361533,2023-06-24T00:00:00,10:44:00,42,792,36,17,30,0,0,0,0,0,0,0,0,2,23,66,294,404,86,69,875
7090,30361533,2023-06-24T00:00:00,10:59:00,43,828,25,24,24,0,0,0,0,0,0,0,0,0,36,97,341,347,80,68,901
7090,30361533,2023-06-24T00:00:00,11:14:00,44,784,34,22,15,0,0,0,0,0,0,0,0,2,23,76,319,365,70,68,855
7090,30361533,2023-06-24T00:00:00,11:29:00,45,837,41,26,26,0,0,0,0,0,0,0,0,4,29,71,308,415,103,69,930
7090,30361533,2023-06-24T00:00:00,11:44:00,46,860,32,28,17,0,0,0,0,0,0,0,0,6,32,83,327,409,80,68,937
7090,30361533,2023-06-24T00:00:00,11:59:00,47,837,31,26,25,0,0,0,0,0,0,0,0,2,25,65,315,425,87,69,919
7090,30361533,2023-06-24T00:00:00,12:14:00,48,829,33,31,18,0,0,0,0,0,0,0,1,5,23,91,314,370,107,69,911
7090,30361533,2023-06-24T00:00:00,12:29:00,49,784,26,25,16,0,0,0,0,0,0,0,0,0,21,66,265,402,97,70,851
7090,30361533,2023-06-24T00:00:00,12:44:00,50,728,33,20,17,0,0,0,0,0,0,0,1,2,15,65,248,356,111,70,798
7090,30361533,2023-06-24T00:00:00,12:59:00,51,698,26,27,20,0,0,0,0,0,0,0,0,10,21,55,246,326,113,69,771
7090,30361533,2023-06-24T00:00:00,13:14:00,52,791,26,19,16,0,0,0,0,0,0,0,0,2,14,53,275,391,117,70,852
7090,30361533,2023-06-24T00:00:00,13:29:00,53,729,18,15,16,0,0,0,0,0,0,0,0,2,20,61,238,329,128,70,778
7090,30361533,2023-06-24T00:00:00,13:44:00,54,678,30,23,14,0,0,0,0,0,0,0,0,2,12,56,204,336,135,71,745
7090,30361533,2023-06-24T00:00:00,13:59:00,55,680,29,17,15,0,0,0,0,0,0,0,0,4,10,64,231,301,131,70,741
7090,30361533,2023-06-24T00:00:00,14:14:00,56,648,25,16,17,0,0,0,0,0,0,0,0,1,11,61,202,305,126,70,706
7090,30361533,2023-06-24T00:00:00,14:29:00,57,638,23,18,18,0,0,0,0,0,0,0,0,2,18,54,201,274,148,71,697
7090,30361533,2023-06-24T00:00:00,14:44:00,58,597,25,12,20,0,0,0,0,0,0,0,1,0,22,52,184,276,119,70,654
7090,30361533,2023-06-24T00:00:00,14:59:00,59,617,23,20,22,0,0,0,0,0,0,0,0,0,13,52,187,290,140,71,682
7090,30361533,2023-06-24T00:00:00,15:14:00,60,589,23,17,18,0,0,0,0,0,0,0,0,3,11,39,203,276,115,71,647
7090,30361533,2023-06-24T00:00:00,15:29:00,61,574,26,13,16,0,0,0,0,0,0,0,1,0,14,36,181,285,112,71,629
7090,30361533,2023-06-24T00:00:00,15:44:00,62,544,22,15,16,0,0,0,0,0,0,0,1,2,15,33,173,277,96,70,597
7090,30361533,2023-06-24T00:00:00,15:59:00,63,522,24,21,11,0,0,0,0,0,0,0,0,1,7,42,197,241,90,70,578
7090,30361533,2023-06-24T00:00:00,16:14:00,64,521,24,14,20,0,0,0,0,0,0,0,0,2,11,40,152,258,116,71,579
7090,30361533,2023-06-24T00:00:00,16:29:00,65,504,11,9,9,0,0,0,0,0,0,0,0,0,9,26,146,257,95,71,533
7090,30361533,2023-06-24T00:00:00,16:44:00,66,439,17,12,13,0,0,0,0,0,0,0,0,1,6,45,122,197,110,71,481
7090,30361533,2023-06-24T00:00:00,16:59:00,67,490,9,9,9,0,0,0,0,0,0,1,0,0,7,27,148,228,106,71,517
7090,30361533,2023-06-24T00:00:00,17:14:00,68,510,18,8,12,0,0,0,0,0,0,0,0,0,8,39,144,232,125,72,548
7090,30361533,2023-06-24T00:00:00,17:29:00,69,575,22,12,19,0,0,0,0,0,0,0,0,0,3,38,187,261,139,72,628
7090,30361533,2023-06-24T00:00:00,17:44:00,70,484,23,14,13,0,0,0,0,0,0,0,0,2,11,30,145,221,125,71,534
7090,30361533,2023-06-24T00:00:00,17:59:00,71,491,16,14,19,0,0,0,0,0,0,0,0,1,14,41,157,216,111,71,540
7090,30361533,2023-06-24T00:00:00,18:14:00,72,449,17,13,15,0,0,0,0,0,0,0,0,2,10,32,132,212,106,71,494
7090,30361533,2023-06-24T00:00:00,18:29:00,73,396,15,10,8,0,0,0,0,0,0,0,0,1,5,13,123,174,113,72,429
7090,30361533,2023-06-24T00:00:00,18:44:00,74,375,18,10,16,0,0,0,0,0,0,0,0,1,6,22,108,158,124,72,419
7090,30361533,2023-06-24T00:00:00,18:59:00,75,293,9,9,15,0,0,0,0,0,0,0,0,0,6,20,98,135,67,71,326
7090,30361533,2023-06-24T00:00:00,19:14:00,76,290,15,7,11,0,0,0,0,0,0,0,0,2,12,18,89,124,78,71,323
7090,30361533,2023-06-24T00:00:00,19:29:00,77,288,6,6,12,0,0,0,0,0,0,0,0,1,5,23,68,133,82,72,312
7090,30361533,2023-06-24T00:00:00,19:44:00,78,234,7,5,6,0,0,0,0,0,0,0,0,0,5,8,86,110,43,71,252
7090,30361533,2023-06-24T00:00:00,19:59:00,79,248,10,4,13,0,0,0,0,0,0,0,1,1,3,20,82,101,67,71,275
7090,30361533,2023-06-24T00:00:00,20:14:00,80,228,11,8,9,0,0,0,0,0,0,0,0,0,7,8,83,103,55,71,256
