Id,Name,Description,Longitude,Latitude,Status
168,MIDAS site at M1/5079A priority 1 on link 116023902; GPS Ref: 435349;431323; Northbound,M1/5079A,-1.46508798635694,53.7770632996564,Inactive
169,MIDAS site at M61/2347B priority 1 on link 117008102; GPS Ref: 357842;426148; Southbound,M61/2347B,-2.64047992295822,53.7300289093975,Active
170,MIDAS site at A2/8369J priority 1 on link 200131415; GPS Ref: 563656;171395; Eastbound,A2/8369J,0.352217134346289,51.4179488597698,Active
171,MIDAS site at M62/2179L priority 1 on link 116020601; GPS Ref: 433707;425844; Westbound,M62/2179L,-1.4905985356828,53.727928598179,Active
172,MIDAS site at A1M/9887A priority 1 on link 118013501; GPS Ref: 438698;466904; Northbound,A1M/9887A,-1.40978085862367,54.0966010952248,Active
173,MIDAS site at M56/8284B priority 1 on link 110004302; GPS Ref: 366696;384124; Eastbound,M56/8284B,-2.50179581957847,53.3529601272554,Active
174,MIDAS site at M27/9148A priority 1 on link 103007402; GPS Ref: 440472;117989; Eastbound,M27/9148A,-1.42510058533902,50.9599038795125,Active
175,MIDAS site at M42/6482L priority 1 on link 126109801; GPS Ref: 419326;288851; Southbound,M42/6482L,-1.71675229082771,52.4972416063519,Active
176,MIDAS site at M4/3296B priority 1 on link 102005201; GPS Ref: 413386;182402; Eastbound,M4/3296B,-1.80837207606248,51.5403622096323,Active
177,MIDAS site at M6/6673A priority 6 on link 123008101; GPS Ref: 377653;358351; Northbound,M6/6673A,-2.3353739474436,53.1218752843551,Inactive
178,MIDAS site at M1/3942A priority 1 on link 123013701; GPS Ref: 447146;336274; Northbound,M1/3942A,-1.3002087353909,52.9218385427192,Active
179,MIDAS site at M4/3360B priority 1 on link 102004801; GPS Ref: 407388;184287; Eastbound,M4/3360B,-1.89481909115621,51.5574207423981,Active
180,MIDAS site at M1/4053B priority 1 on link 107033101; GPS Ref: 451389;345844; Southbound,M1/4053B,-1.23559313826897,53.0074691453984,Active
181,MIDAS site at M25/5271A priority 1 on link 199002901; GPS Ref: 516338;202802; Clockwise,M25/5271A,-0.317518697914885,51.7119022451721,Active
182,MIDAS site at M42/6626A priority 1 on link 111022201; GPS Ref: 424419;300751; Northbound,M42/6626A,-1.64086145008631,52.6040174541876,Active
